"20",10597,1499,184,28,3,50,34,312,1986,64,44,0,373,138,726,56,4,220,21,2,6825,420,510,1,144,64,16,450,50,204,4,19,21,13,0,121,17,62,0,12,0,2,18,5918,162,410,431,89,22,6417,940,57,111,64,24,36,13,15,6,6,4,4,0,4,84,13,15,5,6,13,19,4,25,8,33,41,205,36,6,28,10
"21",1107,85,23,6,5,3,0,55,67,3,11,1,40,11,82,1,0,19,10,2,996,2300,118,3,25,516,721,12,12,929,183,51,12,33,13,21,2,4,0,3,0,1,0,381,3,41,5,4,2,152,15,1,30,42,15,28,8,15,12,8,4,4,3,1,272,84,4,16,0,9,5,1,8,2,14,14,45,8,5,1,1
"22",1742,134,33,2,5,4,1,37,182,6,9,1,48,8,99,0,1,76,4,0,1931,178,22073,3,57,169,28,504,9,237,15,275,9,7,3,22,2,5,0,5,0,1,8,608,21,98,26,5,7,462,90,2,74,23,6,20,7,7,6,3,2,1,4,0,38,8,2,3,5,4,2,0,6,5,7,8,15,16,6,14,4
"23",70,3,2,0,0,1,0,0,1,0,2,0,3,0,9,0,0,1,0,0,58,7,4,1376,69,0,1,0,168,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,1,0,0,0,3,1,0,1,1,1,2,0,0,1,4,1,21,0,0,61,41,0,0,0,2,0,0,1,0,87,1,1,0,0,0,0
"24",820,57,41,1,2,1,5,12,79,3,1,0,35,3,34,3,0,5,5,1,111,41,71,16,6542,16,31,9,48,25,0,3,6,2,3,16,2,1,0,3,0,0,0,189,8,7,4,2,5,141,21,0,5,10,5,7,7,0,4,3,0,1,0,0,43,9,1,1,1,4,4,4,4,0,28,4,10,15,0,1,0
"25",1119,89,14,0,0,4,4,27,96,4,6,0,50,19,42,0,0,29,2,0,1195,346,466,0,19,9856,298,4,1,138,235,328,14,9,4,32,0,7,0,0,0,3,1,286,2,30,7,7,1,257,15,0,6,22,8,5,6,6,6,1,0,1,5,0,41,26,0,2,0,10,4,1,8,2,15,15,9,9,1,2,7
"26",822,52,34,0,2,1,1,33,34,3,6,0,43,37,60,0,1,24,4,1,682,803,99,5,65,250,9064,5,7,96,13,44,4,2,3,2,1,1,0,0,0,1,1,239,3,23,15,7,1,142,25,4,5,29,13,21,7,2,5,3,0,6,1,1,99,27,0,4,0,5,2,2,9,0,21,5,5,3,2,1,3
"27",575,52,22,2,0,1,1,16,63,1,0,0,72,6,44,0,0,13,2,1,2458,13,493,0,12,15,1,6198,4,32,1,3,0,0,0,5,1,3,0,1,0,0,1,306,5,15,15,7,2,239,44,1,4,4,2,2,1,0,2,0,0,0,0,0,11,0,1,0,0,4,1,0,1,0,1,3,5,7,0,0,0
"28",157,17,4,2,0,0,1,1,20,0,1,1,6,3,10,17,1,5,0,1,67,4,1,85,25,0,2,0,49,10,0,1,0,4,0,5,1,2,0,1,0,0,0,25,1,0,1,1,0,10,1,0,1,9,1,5,0,1,3,3,0,0,2,0,182,61,2,5,3,39,1,1,15,0,1207,5,1,3,0,0,0
"29",866,20,8,0,1,1,1,13,17,0,9,0,49,9,7,1,1,10,27,0,388,357,137,1,1,17,9,3,3,56335,71,4,120,586,138,21,1,0,0,5,0,0,7,288,1,5,2,6,1,40,4,5,158,19,13,6,4,5,11,2,21,1,8,1,53,3,0,1,0,5,4,0,6,2,4,43,53,25,1,1,9
"30",64,1,2,0,0,0,0,4,1,10,2,0,2,0,4,0,0,0,0,1,86,70,22,0,2,60,4,0,1,261,4253,3,1,1,0,3,0,4,0,0,0,0,0,43,1,4,0,11,2,6,2,0,2,0,1,0,1,1,2,2,1,0,0,0,8,2,1,0,0,2,0,0,1,0,3,3,1,0,1,0,0
"31",242,25,3,0,1,0,0,4,21,0,0,1,7,1,12,0,0,7,2,0,230,38,778,1,9,190,44,11,4,20,13,4625,1,0,1,2,0,17,0,1,0,0,0,82,1,4,2,8,0,84,7,0,3,1,2,2,0,0,2,2,0,0,1,0,13,4,0,2,0,1,0,1,1,0,13,16,1,2,0,1,0
"32",68,34,8,1,1,1,0,2,8,1,1,11,2,0,2,0,0,0,1,0,109,3,2,0,1,3,6,1,2,43,0,1,11778,110,141,4,0,0,0,0,0,0,1,24,0,1,0,1,2,3,0,0,7,115,9,36,422,7,157,3,9,2,32,0,6,3,3,3,0,4,1,0,1,0,5,9,6,9,1,5,0
"33",44,2,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3,0,253,4,2,0,0,2,0,0,1,564,3,0,21,6445,5,0,0,1,0,0,0,0,0,7,1,0,1,0,0,0,1,0,3,2,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,3,9,3,1,1,2
"34",11,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,118,1,0,0,0,1,1,0,0,151,1,0,242,6,4299,0,0,0,0,1,0,0,1,9,0,1,2,0,0,1,1,0,0,4,2,1,4,0,2,0,5,0,1,0,3,2,2,0,0,0,2,0,1,0,0,1,15,1,0,0,0
"35",7112,423,554,4,26,49,1,282,306,44,51,10,310,131,1203,0,26,1393,31,20,381,14,11,1,13,0,8,4,10,34,0,1,6,5,1,36785,818,1135,24,110,116,971,2346,672,24,109,26,8,15,352,34,11,19,26,7,4,4,18,8,2,2,1,5,0,34,6,15,3,11,16,11,4,6,2,13,93,51,104,7,22,25
"36",1813,105,83,1,17,4,2,82,58,6,18,0,137,36,302,0,8,350,18,36,139,9,5,0,1,0,1,0,1,21,0,0,2,2,5,3445,11885,357,48,76,103,278,815,160,1,19,9,1,4,39,7,4,6,13,4,1,4,2,4,1,0,1,1,0,10,0,11,0,2,11,5,1,12,0,0,38,19,47,1,6,2
"37",10287,737,101,6,0,45,9,728,571,71,95,10,496,311,29,0,1,2961,15,2,485,18,37,3,12,5,2,4,9,23,0,1,6,4,1,1232,129,16407,6,52,4,65,201,735,44,155,25,22,17,347,53,16,12,16,12,11,2,2,2,3,1,0,3,0,37,4,2,2,9,6,5,0,1,3,16,25,23,19,5,4,41
"38",252,18,11,0,3,1,0,17,9,1,2,1,31,5,36,0,1,68,7,3,16,3,3,0,1,0,2,0,1,2,0,0,0,0,3,288,245,45,3311,375,63,19,34,26,2,16,0,0,1,25,2,1,2,4,1,0,1,0,2,0,0,0,0,0,2,0,11,0,0,4,0,0,3,0,2,25,10,45,5,10,3
"39",802,65,62,2,57,5,2,42,57,7,29,1,30,9,109,1,64,57,13,14,85,9,10,0,2,2,2,4,0,91,0,1,3,0,1,493,178,76,241,19682,81,38,55,68,5,29,4,9,5,27,8,4,22,22,4,8,2,1,3,2,3,0,4,0,30,2,10,0,7,15,6,0,16,5,17,167,102,911,23,29,21
"40",193,8,5,0,0,1,0,8,2,0,2,0,9,2,26,0,0,50,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,197,53,13,68,3871,213,89,10,0,5,0,0,0,6,4,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0
"41",1575,109,57,1,12,1,1,62,67,8,9,0,80,38,265,0,3,321,6,6,88,2,2,0,0,1,0,0,2,8,0,0,1,0,0,3527,357,245,4,58,148,9037,644,165,4,33,3,1,7,88,12,3,6,11,1,0,2,0,0,0,2,0,2,2,7,0,3,0,1,1,1,1,4,2,8,16,8,34,3,0,0
"42",1376,88,123,2,12,0,3,66,60,6,8,0,69,33,265,0,49,263,17,6,118,2,4,0,0,2,0,0,0,6,0,1,0,0,1,2908,195,230,3,8,10,231,9378,166,4,35,3,0,2,71,14,1,4,7,3,1,6,1,0,1,0,1,0,1,7,2,8,1,1,9,9,0,6,4,12,33,15,12,2,2,2
"43",10892,1211,263,9,2,10,17,445,929,47,73,1,780,224,939,0,0,308,6,2,27,34,150,0,23,15,5,14,21,54,3,69,11,5,0,123,5,73,1,14,3,29,24,27627,501,812,308,448,150,2244,858,341,45,30,8,17,6,7,7,10,2,1,3,0,55,3,9,2,10,14,6,3,5,3,21,45,39,16,0,2,13
"44",2431,173,58,1,1,1,8,116,215,11,31,2,236,53,203,0,1,89,6,1,588,9,35,0,2,4,2,7,1,9,0,0,5,1,1,44,2,30,0,0,0,1,3,3652,6592,249,268,300,53,704,352,112,36,4,0,12,0,18,1,0,1,2,3,0,13,1,3,4,0,4,2,1,3,0,2,20,15,1,2,2,0
"45",3909,275,137,4,0,10,5,390,251,28,67,3,774,290,431,0,1,140,7,2,379,7,12,2,4,3,8,2,1,7,0,0,4,0,0,58,4,31,1,4,1,4,6,1271,62,732,28,103,189,310,114,145,9,9,0,9,1,1,2,1,0,0,0,0,24,3,1,0,4,4,2,3,4,0,9,16,16,7,4,0,8
"46",1798,138,78,1,2,0,3,45,118,7,10,1,119,27,80,0,1,52,0,0,1608,6,30,0,23,2,0,36,3,16,0,1,0,0,0,14,2,3,0,0,0,1,1,2181,357,129,5688,95,24,854,614,45,23,7,3,6,2,2,12,0,0,0,0,1,14,0,0,1,0,3,0,2,0,0,26,13,12,2,0,3,3
"47",284,256,74,6,0,3,10,128,222,12,18,0,270,92,232,1,0,82,2,0,670,7,19,2,5,5,2,8,3,29,2,0,4,2,1,65,1,20,1,5,0,2,2,3867,316,489,88,7433,177,703,240,287,18,10,4,2,4,3,2,0,0,1,1,0,26,0,0,4,5,5,1,3,9,0,3,10,21,5,5,1,2
"48",183,128,51,2,20,2,4,140,79,5,25,1,250,88,170,0,0,50,0,0,191,2,7,1,1,0,1,3,1,5,0,0,0,2,0,23,4,27,0,1,0,2,3,1062,52,459,14,92,3564,216,52,120,6,5,2,4,0,3,2,0,1,0,0,0,15,0,0,1,0,2,9,0,3,0,0,6,27,4,0,4,6
"49",135,230,28,2,0,5,11,44,389,2,6,0,72,19,87,0,0,36,1,2,834,5,14,5,9,2,2,8,3,19,0,0,1,0,2,19,1,9,0,0,0,0,1,991,14,37,15,10,8,5169,171,13,5,13,6,5,0,1,3,1,1,1,0,0,16,0,6,0,1,5,3,0,1,1,5,5,9,0,0,1,0
"50",1345,129,28,0,0,0,5,59,171,2,11,1,86,17,100,0,0,29,5,0,654,5,13,0,4,12,0,5,0,18,0,2,3,1,0,18,1,13,0,3,0,4,1,1439,83,101,124,53,12,666,3351,28,3,3,2,6,0,3,1,0,0,3,2,1,8,0,0,1,0,2,0,0,0,0,3,5,11,0,0,0,0
"51",2686,196,52,3,0,2,7,178,202,21,24,5,307,71,239,0,0,84,6,0,375,5,11,0,2,1,2,3,6,17,0,2,2,2,0,29,4,34,0,9,1,2,4,2308,114,660,34,220,109,372,125,3302,16,8,10,1,1,3,7,0,0,0,0,0,11,4,7,2,4,0,2,1,2,2,1,9,12,7,3,3,4
"52",142,6,19,0,0,0,0,2,5,1,2,2,12,2,0,0,0,3,2,0,39,1,128,0,2,4,0,7,1,288,0,1,0,0,0,6,2,2,0,2,0,0,0,227,6,8,9,14,7,2,1,4,1759,9,3,16,0,0,0,1,1,0,2,0,1,0,0,0,1,3,2,0,1,0,0,64,311,181,3,7,10
"53",167,12,4,0,0,0,1,4,44,0,1,0,2,0,15,0,0,1,2,0,25,9,3,0,0,0,1,1,2,8,0,0,46,0,7,4,2,67,0,1,0,1,0,44,1,1,1,0,0,1,0,0,2,18266,579,154,486,1487,261,66,19,3,327,2,44,2,0,2,0,4,0,1,3,0,2,13,3,35,1,2,1
"54",87,3,12,2,2,1,0,6,13,2,3,0,2,1,5,0,0,1,2,0,21,0,5,0,2,2,0,1,2,13,2,0,26,5,1,6,0,55,0,0,0,0,3,75,0,0,0,0,0,2,0,1,16,570,13585,798,21,82,35,63,17,185,22,125,97,5,1,8,3,5,0,0,6,0,117,4,14,4,21,0,1
"55",156,11,6,1,0,1,1,2,10,6,2,1,2,2,1,0,0,3,32,0,12,2,5,0,0,0,1,0,2,37,0,0,67,10,3,1,0,1,1,1,0,0,0,17,1,1,2,7,1,1,1,0,3,1,581,15448,36,788,54,16,12,219,47,6,96,6,0,2,0,5,1,23,11,1,3,36,6,1,5,0,6
"56",28,1,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,3,1,0,9,0,2,0,2,14,0,0,0,3,0,1,95,1,1,3,0,0,0,1,0,0,1,3,0,4,0,0,0,1,0,0,1,528,3,13,4932,30,359,21,10,1,11,1,10,3,0,0,0,1,1,0,0,0,1,0,3,2,0,1,0
"57",51,0,1,0,0,0,1,4,3,1,0,9,2,0,1,0,0,0,1,0,27,2,3,10,2,1,0,0,0,7,0,0,22,0,1,0,1,6,0,32,0,0,0,9,0,1,0,1,0,1,0,0,2,1543,36,642,24,9214,39,14,16,3,44,0,34,1,0,0,0,0,0,0,0,2,0,1,1,2,1,0,1
"58",217,0,1,0,0,0,0,0,4,1,1,0,4,1,0,17,0,0,1,0,24,4,5,3,0,3,0,0,0,12,1,0,47,0,16,5,1,1,3,0,0,1,1,28,0,0,0,0,0,2,0,0,3,309,7,16,211,9,7672,126,98,0,12,1,80,17,0,7,1,2,3,0,0,0,1,6,6,2,0,0,0
"59",30,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,16,9,4,0,0,1,2,0,2,10,0,0,7,3,1,1,0,0,0,0,0,0,0,5,0,2,0,0,0,44,0,2,1,60,30,10,11,4,391,4772,27,0,1,1,385,5,3,20,0,1,1,0,6,3,4,2,1,8,0,0,1
"60",36,3,1,0,2,0,0,2,3,0,0,0,2,0,0,0,0,1,0,0,17,3,17,0,1,0,1,0,1,36,0,0,10,2,9,8,1,0,0,0,0,0,0,18,0,1,1,0,0,2,0,1,1,155,4,7,32,0,309,24,5949,0,3,0,139,3,1,3,2,1,2,0,0,0,4,0,3,5,0,0,0
"61",27,0,1,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,8,1,0,0,0,35,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,48,92,36,3,4,5,1,0,2935,1,16,99,1,2,1,2,0,0,0,1,0,0,2,2,0,0,0,0
"62",23,4,3,0,0,1,1,0,1,2,0,0,1,2,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,7,1,0,30,0,1,0,0,0,0,1,0,0,0,4,0,1,0,2,0,0,3,0,1,639,8,18,3,56,6,3,0,0,4822,0,34,1,0,2,0,0,0,0,1,0,0,6,1,2,2,21,0
"63",17,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,19,282,21,1,10,8,3,0,42,2,1876,15,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0
"64",489,19,24,1,1,1,1,8,250,3,5,0,11,3,71,0,0,6,0,7,226,41,5,3,3,7,5,2,533,66,0,0,11,2,0,22,2,1,0,2,0,1,2,181,4,6,2,1,1,6,1,1,0,90,96,14,9,11,31,81,5,317,6,1,33588,1143,0,246,5,142,9,3,17,16,467,26,317,3,1,6,17
"65",167,22,9,1,0,0,0,3,5,1,0,0,11,0,8,1,0,5,2,0,47,38,6,26,0,4,4,2,303,5,0,2,0,0,0,4,3,1,0,0,0,3,2,21,0,0,1,2,1,15,0,1,1,25,20,13,3,21,6,11,0,2,0,1,2268,6451,0,168,1,21,0,0,18,1,75,9,2,3,2,0,1
"66",55,0,3,1,4,1,1,2,3,1,1,0,0,0,4,0,0,9,736,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,5,0,28,0,2,0,16,0,3,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,8,0,12326,1,61,5,55,53,13,6,0,6,5,9,0,1,0
"67",36,1,1,0,0,0,0,2,1,0,2,0,1,1,1,0,0,1,1,0,20,13,0,2,0,0,2,0,10,6,1,0,1,1,0,1,0,0,0,0,0,1,1,3,1,0,0,14,0,9,2,2,1,5,5,3,3,0,8,7,1,0,0,0,889,78,2,3319,0,6,1,0,24,0,9,1,1,3,0,1,0
"68",77,48,3,0,2,1,1,0,1,0,1,1,2,0,0,1,2,1,45,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,160,1,59,1,935,23,106,14,8,149,0,0,2,2,2,0,1
"69",27,2,1,1,4,1,1,0,0,0,1,0,1,0,20,0,2,0,26,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,82,0,1,0,1,0,1,49,0,1,4,83,1,0,0,0,0,0,0,0,0,247,3,1,0,47,9656,3,6,100,0,41,0,1,2,0,1,1
"70",33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,5,2,1,0,1,1,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,3,0,2,0,9,1,0,7,1,1,0,0,0,0,0,0,0,0,0,297,0,12,0,118,8,11785,6,7,674,0,1,1,3,1,1,4
"71",31,53,6,0,1,1,0,1,4,0,4,0,10,3,4,0,3,0,27,1,11,1,2,0,1,1,2,0,1,82,0,0,0,1,0,1,1,1,1,0,0,0,1,3,0,2,2,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,79,0,40,1,48,6,96,10743,4,297,2,3,6,3,1,10,1
"72",20,1,48,11,4,3,0,0,0,0,0,7,1,1,1,0,0,1,3,0,20,2,0,0,0,0,0,0,4,2,0,0,5,1,0,2,0,2,0,0,0,0,0,6,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,544,2,1,4934,0,98,3,3,2,0,0,2
"73",26,5,2,1,0,0,0,0,2,2,0,0,0,0,3,0,0,0,41,0,2,2,2,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,1,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,391,3,10,0,67,8,760,49,0,12804,0,3,2,2,1,1,3
"74",37,3,2,0,0,0,0,0,5,0,0,0,0,3,1,3,0,5,0,0,6,0,1,2,2,1,0,0,44,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,3,0,1,0,0,1,1,0,2,0,0,266,1,0,0,0,21,6,0,16,0,6605,3,1,0,0,0,0
"75",302,3,794,0,0,0,0,3,5,0,3,0,2,0,3,0,0,1,1,0,10,0,1,0,0,0,0,0,0,2,0,0,1,0,0,35,1,1,0,9,0,1,2,58,0,1,0,0,0,45,0,0,3,2,0,1,0,0,0,0,0,0,2,0,5,0,1,0,1,2,0,0,1,1,0,25854,919,254,808,936,176
"76",833,45,20,15,0,0,2,26,45,3,2,0,24,12,36,0,0,9,59,1,50,4,8,0,3,1,1,1,2,57,2,1,3,10,0,26,2,4,0,77,0,2,1,108,19,9,7,2,4,92,2,0,322,10,3,9,1,1,3,0,2,1,11,0,16,2,1,2,1,12,0,1,3,2,1,613,38855,498,31,262,1101
"77",133,2,8,0,0,0,1,3,5,2,0,0,4,0,2,0,0,5,1,0,14,0,1,0,0,0,0,0,0,10,0,0,1,1,0,15,4,1,0,58,1,0,1,45,1,2,0,1,0,4,3,0,8,2,9,4,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,0,0,2,0,894,205,16487,23,787,623
"78",9,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,519,6,8,9146,4,2
"79",25,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,0,5,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,8,0,0,1,3,0,2,2,0,0,0,0,0,6,1,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,735,42,1289,25,1056,5
"80",167,8,2,0,1,1,0,3,8,1,0,1,6,0,8,0,0,16,1,0,18,2,1,0,1,1,0,0,0,11,0,0,1,0,1,9,0,1,0,19,0,1,1,26,1,6,3,1,2,29,4,1,33,2,20,4,2,0,0,1,0,0,1,0,2,1,0,1,0,0,2,0,4,0,2,214,1432,803,12,23,10882
